NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Madrid Ruta 2;CONF;0;5A2;6:20:00;6:40:00
Madrid Ruta 2;CONF;0;6B2;6:40:00;7:00:00
Madrid Ruta 2;CONF;0;8A2;7:00:00;9:20:00
Madrid Ruta 2;CONF;0;7B2;9:20:00;9:40:00
Madrid Ruta 2;CONF;0;6D1;9:40:00;10:20:00
Madrid Ruta 2;CONF;0;7C2;10:20:00;12:40:00
Madrid Ruta 2;CONF;0;8A2;12:40:00;14:00:00
