NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Madrid Ruta 1;CONF;0;8D;6:20:00;8:20:00
Madrid Ruta 1;CONF;0;8B1;8:20:00;9:20:00
Madrid Ruta 1;CONF;0;9A1;9:20:00;13:00:00
Madrid Ruta 1;CONF;0;7A;13:00:00;14:00:00
