NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaE;CONF;0;2A;5:20:00;6:00:00
Barcelona RutaE;CONF;0;3A;6:00:00;6:40:00
Barcelona RutaE;CONF;0;4A;6:40:00;8:00:00
Barcelona RutaE;CONF;0;5A;8:00:00;12:00:00
Barcelona RutaE;CONF;0;4A;12:00:00;13:00:00
