NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaE;CONF;0;3C;5:20:00;5:40:00
Barcelona RutaE;CONF;0;4A;5:40:00;7:00:00
Barcelona RutaE;CONF;0;5C;7:00:00;11:20:00
Barcelona RutaE;CONF;0;4A;11:20:00;13:00:00
Barcelona RutaW;CONF;0;4A;5:20:00;8:20:00
Barcelona RutaW;CONF;0;5A;8:20:00;8:40:00
Barcelona RutaW;CONF;0;7A;8:40:00;13:00:00
