NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaW;CONF;0;2A;6:20:00;6:40:00
Barcelona RutaW;CONF;0;3A;6:40:00;7:20:00
Barcelona RutaW;CONF;0;4A;7:20:00;8:20:00
Barcelona RutaW;CONF;0;5A;8:20:00;10:00:00
Barcelona RutaW;CONF;0;6A;10:00:00;12:00:00
Barcelona RutaW;CONF;0;5A;12:00:00;12:40:00
Barcelona RutaW;CONF;0;3A;12:40:00;13:20:00
Barcelona RutaW;CONF;0;4A;13:20:00;14:00:00
