Sectorizacion;Sector;Volumen;Nucleo
7C;LECPL1W;DE1;Palma APP
7C;LECPL1W;LNX;Palma APP
7C;LECPL2W;DE2;Palma APP
7C;LECPL2W;LSX;Palma APP
7C;LECPMXX;MXX;Palma APP
7D;LECPAPP;APP;Palma APP
7D;LECPDEO;DE1;Palma APP
7D;LECPDEO;DE2;Palma APP
7D;LECPDEO;DSX;Palma APP
7D;LECPDEO;OXX;Palma APP
7D;LECPGXX;GXX;Palma APP
7D;LECPIXX;IA06;Palma APP
7D;LECPIXX;IA24;Palma APP
7D;LECPIXX;IAX;Palma APP
7D;LECPIXX;IRX;Palma APP
7D;LECPL1E;DW1;Palma APP
7D;LECPL1E;LNX;Palma APP
7D;LECPL2E;DW2;Palma APP
7D;LECPL2E;LSX;Palma APP
7D;LECPMXX;MXX;Palma APP
7E;LECPAPP;APP;Palma APP
7E;LECPF1X;DE1;Palma APP
7E;LECPF1X;DW1;Palma APP
7E;LECPF1X;LNX;Palma APP
7E;LECPF2X;DE2;Palma APP
7E;LECPF2X;DSX;Palma APP
7E;LECPF2X;DW2;Palma APP
7E;LECPF2X;LSX;Palma APP
7E;LECPGOX;GXX;Palma APP
7E;LECPGOX;OXX;Palma APP
7E;LECPIAW;IA24;Palma APP
7E;LECPIAW;IAX;Palma APP
7E;LECPIRW;IA06;Palma APP
7E;LECPIRW;IRX;Palma APP
7E;LECPMXX;MXX;Palma APP
7F;LECPAPP;APP;Palma APP
7F;LECPF1X;DE1;Palma APP
7F;LECPF1X;DW1;Palma APP
7F;LECPF1X;LNX;Palma APP
7F;LECPF2X;DE2;Palma APP
7F;LECPF2X;DSX;Palma APP
7F;LECPF2X;DW2;Palma APP
7F;LECPF2X;LSX;Palma APP
7F;LECPGOX;GXX;Palma APP
7F;LECPGOX;OXX;Palma APP
7F;LECPIAE;IA06;Palma APP
7F;LECPIAE;IAX;Palma APP
7F;LECPIRE;IA24;Palma APP
7F;LECPIRE;IRX;Palma APP
7F;LECPMXX;MXX;Palma APP
7G;LECPAPP;APP;Palma APP
7G;LECPF1O;DE1;Palma APP
7G;LECPF1O;DW1;Palma APP
7G;LECPF1O;LNX;Palma APP
7G;LECPF1O;OXX;Palma APP
7G;LECPF2X;DE2;Palma APP
7G;LECPF2X;DSX;Palma APP
7G;LECPF2X;DW2;Palma APP
7G;LECPF2X;LSX;Palma APP
7G;LECPGXX;GXX;Palma APP
7G;LECPIAW;IA24;Palma APP
7G;LECPIAW;IAX;Palma APP
7G;LECPIRW;IA06;Palma APP
7G;LECPIRW;IRX;Palma APP
7G;LECPMXX;MXX;Palma APP
7H;LECPAPP;APP;Palma APP
7H;LECPF1O;DE1;Palma APP
7H;LECPF1O;DW1;Palma APP
7H;LECPF1O;LNX;Palma APP
7H;LECPF1O;OXX;Palma APP
7H;LECPF2X;DE2;Palma APP
7H;LECPF2X;DSX;Palma APP
7H;LECPF2X;DW2;Palma APP
7H;LECPF2X;LSX;Palma APP
7H;LECPGXX;GXX;Palma APP
7H;LECPIAE;IA06;Palma APP
7H;LECPIAE;IAX;Palma APP
7H;LECPIRE;IA24;Palma APP
7H;LECPIRE;IRX;Palma APP
7H;LECPMXX;MXX;Palma APP
8A;LECPAPP;APP;Palma APP
8A;LECPDWX;DSX;Palma APP
8A;LECPDWX;DW1;Palma APP
8A;LECPDWX;DW2;Palma APP
8A;LECPGOX;GXX;Palma APP
8A;LECPGOX;OXX;Palma APP
8A;LECPIAW;IA24;Palma APP
8A;LECPIAW;IAX;Palma APP
8A;LECPIRW;IA06;Palma APP
8A;LECPIRW;IRX;Palma APP
8A;LECPL1W;DE1;Palma APP
8A;LECPL1W;LNX;Palma APP
8A;LECPL2W;DE2;Palma APP
8A;LECPL2W;LSX;Palma APP
8A;LECPMXX;MXX;Palma APP
8B;LECPAPP;APP;Palma APP
8B;LECPDEX;DE1;Palma APP
8B;LECPDEX;DE2;Palma APP
8B;LECPDEX;DSX;Palma APP
8B;LECPGOX;GXX;Palma APP
8B;LECPGOX;OXX;Palma APP
8B;LECPIAE;IA06;Palma APP
8B;LECPIAE;IAX;Palma APP
8B;LECPIRE;IA24;Palma APP
8B;LECPIRE;IRX;Palma APP
8B;LECPL1E;DW1;Palma APP
8B;LECPL1E;LNX;Palma APP
8B;LECPL2E;DW2;Palma APP
8B;LECPL2E;LSX;Palma APP
8B;LECPMXX;MXX;Palma APP
8C;LECPAPP;APP;Palma APP
8C;LECPDWX;DSX;Palma APP
8C;LECPDWX;DW1;Palma APP
8C;LECPDWX;DW2;Palma APP
8C;LECPGOX;GXX;Palma APP
8C;LECPGOX;OXX;Palma APP
8C;LECPIAE;IA06;Palma APP
8C;LECPIAE;IAX;Palma APP
8C;LECPIRE;IA24;Palma APP
8C;LECPIRE;IRX;Palma APP
8C;LECPL1W;DE1;Palma APP
8C;LECPL1W;LNX;Palma APP
8C;LECPL2W;DE2;Palma APP
8C;LECPL2W;LSX;Palma APP
8C;LECPMXX;MXX;Palma APP
8D;LECPAPP;APP;Palma APP
8D;LECPDEX;DE1;Palma APP
8D;LECPDEX;DE2;Palma APP
8D;LECPDEX;DSX;Palma APP
8D;LECPGOX;GXX;Palma APP
8D;LECPGOX;OXX;Palma APP
8D;LECPIAW;IA24;Palma APP
8D;LECPIAW;IAX;Palma APP
8D;LECPIRW;IA06;Palma APP
8D;LECPIRW;IRX;Palma APP
8D;LECPL1E;DW1;Palma APP
8D;LECPL1E;LNX;Palma APP
8D;LECPL2E;DW2;Palma APP
8D;LECPL2E;LSX;Palma APP
8D;LECPMXX;MXX;Palma APP
8E;LECPAPP;APP;Palma APP
8E;LECPDWO;DSX;Palma APP
8E;LECPDWO;DW1;Palma APP
8E;LECPDWO;DW2;Palma APP
8E;LECPDWO;OXX;Palma APP
8E;LECPGXX;GXX;Palma APP
8E;LECPIAW;IA24;Palma APP
8E;LECPIAW;IAX;Palma APP
8E;LECPIRW;IA06;Palma APP
8E;LECPIRW;IRX;Palma APP
8E;LECPL1W;DE1;Palma APP
8E;LECPL1W;LNX;Palma APP
8E;LECPL2W;DE2;Palma APP
8E;LECPL2W;LSX;Palma APP
8E;LECPMXX;MXX;Palma APP
8F;LECPAPP;APP;Palma APP
8F;LECPDEO;DE1;Palma APP
8F;LECPDEO;DE2;Palma APP
8F;LECPDEO;DSX;Palma APP
8F;LECPDEO;OXX;Palma APP
8F;LECPGXX;GXX;Palma APP
8F;LECPIAE;IA06;Palma APP
8F;LECPIAE;IAX;Palma APP
8F;LECPIRE;IA24;Palma APP
8F;LECPIRE;IRX;Palma APP
8F;LECPL1E;DW1;Palma APP
8F;LECPL1E;LNX;Palma APP
8F;LECPL2E;DW2;Palma APP
8F;LECPL2E;LSX;Palma APP
8F;LECPMXX;MXX;Palma APP
8G;LECPAPP;APP;Palma APP
8G;LECPDWO;DSX;Palma APP
8G;LECPDWO;DW1;Palma APP
8G;LECPDWO;DW2;Palma APP
8G;LECPDWO;OXX;Palma APP
8G;LECPGXX;GXX;Palma APP
8G;LECPIAE;IA06;Palma APP
8G;LECPIAE;IAX;Palma APP
8G;LECPIRE;IA24;Palma APP
8G;LECPIRE;IRX;Palma APP
8G;LECPL1W;DE1;Palma APP
8G;LECPL1W;LNX;Palma APP
8G;LECPL2W;DE2;Palma APP
8G;LECPL2W;LSX;Palma APP
8G;LECPMXX;MXX;Palma APP
8H;LECPAPP;APP;Palma APP
8H;LECPDEO;DE1;Palma APP
8H;LECPDEO;DE2;Palma APP
8H;LECPDEO;DSX;Palma APP
8H;LECPDEO;OXX;Palma APP
8H;LECPGXX;GXX;Palma APP
8H;LECPIAW;IA24;Palma APP
8H;LECPIAW;IAX;Palma APP
8H;LECPIRW;IA06;Palma APP
8H;LECPIRW;IRX;Palma APP
8H;LECPL1E;DW1;Palma APP
8H;LECPL1E;LNX;Palma APP
8H;LECPL2E;DW2;Palma APP
8H;LECPL2E;LSX;Palma APP
8H;LECPMXX;MXX;Palma APP
