NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Madrid Ruta 2;CONF;0;4A;6:20:00;6:40:00
Madrid Ruta 2;CONF;0;8A2;6:40:00;7:00:00
Madrid Ruta 2;CONF;0;7C2;7:00:00;12:00:00
Madrid Ruta 2;CONF;0;8A2;12:00:00;13:20:00
Madrid Ruta 2;CONF;0;7C2;13:20:00;14:00:00
