NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Madrid Ruta 2;CONF;0;5A2;6:20:00;6:40:00
Madrid Ruta 2;CONF;0;7C2;6:40:00;7:20:00
Madrid Ruta 2;CONF;0;8A2;7:20:00;9:20:00
Madrid Ruta 2;CONF;0;7C2;9:20:00;11:20:00
Madrid Ruta 2;CONF;0;8A2;11:20:00;13:00:00
Madrid Ruta 2;CONF;0;7C2;13:00:00;14:00:00
