NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Madrid Ruta 1;CONF;0;5A;6:20:00;6:40:00
Madrid Ruta 1;CONF;0;7F;6:40:00;7:00:00
Madrid Ruta 1;CONF;0;9A1;7:00:00;10:40:00
Madrid Ruta 1;CONF;0;9A2;10:40:00;12:20:00
Madrid Ruta 1;CONF;0;9A1;12:20:00;13:00:00
Madrid Ruta 1;CONF;0;8B1;13:00:00;13:40:00
Madrid Ruta 1;CONF;0;8B2;13:40:00;14:00:00
