NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Madrid TMA;CONF;0;7BN;15:00:00;17:40:00
Madrid TMA;CONF;0;8DN;17:40:00;20:40:00
Madrid TMA;CONF;0;7BN;20:40:00;21:00:00
Madrid TMA;CONF;0;4BN;21:00:00;21:20:00
Madrid TMA;CONF;0;3AN;21:20:00;22:30:00
