NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaW;CONF;0;1A;4:40:00;5:00:00
Barcelona RutaW;CONF;0;4A;5:00:00;7:00:00
Barcelona RutaW;CONF;0;5A;7:00:00;8:00:00
Barcelona RutaW;CONF;0;7A;8:00:00;13:00:00
