NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaW;CONF;0;3A;6:20:00;6:40:00
Barcelona RutaW;CONF;0;5A;6:40:00;7:40:00
Barcelona RutaW;CONF;0;7A;7:40:00;13:20:00
Barcelona RutaW;CONF;0;6A;13:20:00;14:00:00
