NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Madrid Ruta 2;CONF;0;7C2;14:00:00;14:20:00
Madrid Ruta 2;CONF;0;8A2;14:20:00;16:20:00
Madrid Ruta 2;CONF;0;7C2;16:20:00;18:40:00
Madrid Ruta 2;CONF;0;8A2;18:40:00;20:40:00
Madrid Ruta 2;CONF;0;5A2;20:40:00;21:00:00
Madrid Ruta 2;CONF;0;4A;21:00:00;21:40:00
Madrid Ruta 2;CONF;0;3C;21:40:00;22:20:00
