NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaW;CONF;0;3A;5:20:00;6:05:00
Barcelona RutaW;CONF;0;4A;6:05:00;7:50:00
Barcelona RutaW;CONF;0;5A;7:50:00;8:50:00
Barcelona RutaW;CONF;0;6A;8:50:00;12:05:00
Barcelona RutaW;CONF;0;5A;12:05:00;13:05:00
