NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaE;CONF;0;2A;5:20:00;7:20:00
Barcelona RutaE;CONF;0;3A;7:20:00;10:00:00
Barcelona RutaE;CONF;0;4A;10:00:00;13:00:00
