NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaW;CONF;0;4A;6:20:00;8:20:00
Barcelona RutaW;CONF;0;5A;8:20:00;8:40:00
Barcelona RutaW;CONF;0;7A;8:40:00;14:00:00
