NUCLEO;TIPO (SECTOR|SECTORNOCTURNO|CONF);# SECTORNOCTURNO;NOMBRE;INICIO;FIN
Barcelona RutaE;CONF;0;3A;5:20:00;6:00:00
Barcelona RutaE;CONF;0;4A;6:00:00;7:40:00
Barcelona RutaE;CONF;0;5A;7:40:00;10:40:00
Barcelona RutaE;CONF;0;4A;10:40:00;13:00:00
