Sectorizacion;Sector;Volumen;Nucleo
5CN;LEMDWRN;WSN;Madrid TMA
5CS;LEMDAPS;AFS;Madrid TMA
5CS;LEMDAPS;AIS;Madrid TMA
5CS;LEMDDIS;DES;Madrid TMA
5CS;LEMDDIS;DWS;Madrid TMA
5CS;LEMDESS;ESS;Madrid TMA
5CS;LEMDRSS;ENS;Madrid TMA
5CS;LEMDRSS;RES;Madrid TMA
5CS;LEMDWRS;RWS;Madrid TMA
5CS;LEMDWRS;WNS;Madrid TMA
5CS;LEMDWRS;WSS;Madrid TMA
5DN;LEMDAFN;AFN;Madrid TMA
5DN;LEMDAIN;AIN;Madrid TMA
5DN;LEMDDIN;DEN;Madrid TMA
5DN;LEMDDIN;DWN;Madrid TMA
5DN;LEMDERN;ENN;Madrid TMA
5DN;LEMDERN;ESN;Madrid TMA
5DN;LEMDERN;REN;Madrid TMA
5DN;LEMDWRN;RWN;Madrid TMA
5DN;LEMDWRN;WNN;Madrid TMA
5DN;LEMDWRN;WSN;Madrid TMA
5DS;LEMDAFS;AFS;Madrid TMA
5DS;LEMDAIS;AIS;Madrid TMA
5DS;LEMDDIS;DES;Madrid TMA
5DS;LEMDDIS;DWS;Madrid TMA
5DS;LEMDERS;ENS;Madrid TMA
5DS;LEMDERS;ESS;Madrid TMA
5DS;LEMDERS;RES;Madrid TMA
5DS;LEMDWRS;RWS;Madrid TMA
5DS;LEMDWRS;WNS;Madrid TMA
5DS;LEMDWRS;WSS;Madrid TMA
5EN;LEMDAFN;AFN;Madrid TMA
5EN;LEMDAIN;AIN;Madrid TMA
5EN;LEMDERN;ENN;Madrid TMA
5EN;LEMDERN;ESN;Madrid TMA
5EN;LEMDERN;REN;Madrid TMA
5EN;LEMDRSN;RWN;Madrid TMA
5EN;LEMDRSN;WSN;Madrid TMA
5EN;LEMDXWN;DEN;Madrid TMA
5EN;LEMDXWN;DWN;Madrid TMA
5EN;LEMDXWN;WNN;Madrid TMA
6AN;LEMDAFN;AFN;Madrid TMA
6AN;LEMDAIN;AIN;Madrid TMA
6AN;LEMDEDN;DEN;Madrid TMA
6AN;LEMDEDN;ENN;Madrid TMA
6AN;LEMDRNN;ESN;Madrid TMA
6AN;LEMDRNN;REN;Madrid TMA
6AN;LEMDRSN;RWN;Madrid TMA
6AN;LEMDRSN;WSN;Madrid TMA
6AN;LEMDWDN;DWN;Madrid TMA
6AN;LEMDWDN;WNN;Madrid TMA
6AS;LEMDAFS;AFS;Madrid TMA
6AS;LEMDAIS;AIS;Madrid TMA
6AS;LEMDEDS;DES;Madrid TMA
6AS;LEMDEDS;ESS;Madrid TMA
6AS;LEMDRNS;RWS;Madrid TMA
6AS;LEMDRNS;WNS;Madrid TMA
6AS;LEMDRSS;ENS;Madrid TMA
6AS;LEMDRSS;RES;Madrid TMA
6AS;LEMDWDS;DWS;Madrid TMA
6AS;LEMDWDS;WSS;Madrid TMA
6BN;LEMDAFN;AFN;Madrid TMA
6BN;LEMDAIN;AIN;Madrid TMA
6BN;LEMDDIN;DEN;Madrid TMA
6BN;LEMDDIN;DWN;Madrid TMA
6BN;LEMDERN;ENN;Madrid TMA
6BN;LEMDERN;ESN;Madrid TMA
6BN;LEMDERN;REN;Madrid TMA
6BN;LEMDRSN;RWN;Madrid TMA
6BN;LEMDRSN;WSN;Madrid TMA
6BN;LEMDWNN;WNN;Madrid TMA
6BS;LEMDAFS;AFS;Madrid TMA
6BS;LEMDAIS;AIS;Madrid TMA
6BS;LEMDDIS;DES;Madrid TMA
6BS;LEMDDIS;DWS;Madrid TMA
6BS;LEMDERS;ENS;Madrid TMA
6BS;LEMDERS;ESS;Madrid TMA
6BS;LEMDERS;RES;Madrid TMA
6BS;LEMDRNS;RWS;Madrid TMA
6BS;LEMDRNS;WNS;Madrid TMA
6BS;LEMDWSS;WSS;Madrid TMA
6CN;LEMDAFN;AFN;Madrid TMA
6CN;LEMDAIN;AIN;Madrid TMA
6CN;LEMDDIN;DEN;Madrid TMA
6CN;LEMDDIN;DWN;Madrid TMA
6CN;LEMDENN;ENN;Madrid TMA
6CN;LEMDRNN;ESN;Madrid TMA
6CN;LEMDRNN;REN;Madrid TMA
6CN;LEMDWRN;RWN;Madrid TMA
6CN;LEMDWRN;WNN;Madrid TMA
6CN;LEMDWRN;WSN;Madrid TMA
6CS;LEMDAFS;AFS;Madrid TMA
6CS;LEMDAIS;AIS;Madrid TMA
6CS;LEMDDIS;DES;Madrid TMA
6CS;LEMDDIS;DWS;Madrid TMA
6CS;LEMDESS;ESS;Madrid TMA
6CS;LEMDRSS;ENS;Madrid TMA
6CS;LEMDRSS;RES;Madrid TMA
6CS;LEMDWRS;RWS;Madrid TMA
6CS;LEMDWRS;WNS;Madrid TMA
6CS;LEMDWRS;WSS;Madrid TMA
6DN;LEMDAFN;AFN;Madrid TMA
6DN;LEMDAIN;AIN;Madrid TMA
6DN;LEMDENN;ENN;Madrid TMA
6DN;LEMDRNN;ESN;Madrid TMA
6DN;LEMDRNN;REN;Madrid TMA
6DN;LEMDRSN;RWN;Madrid TMA
6DN;LEMDRSN;WSN;Madrid TMA
6DN;LEMDXWN;DEN;Madrid TMA
6DN;LEMDXWN;DWN;Madrid TMA
6DN;LEMDXWN;WNN;Madrid TMA
6DS;LEMDAPS;AFS;Madrid TMA
6DS;LEMDAPS;AIS;Madrid TMA
6DS;LEMDDNS;DES;Madrid TMA
6DS;LEMDDNS;ENS;Madrid TMA
6DS;LEMDESS;ESS;Madrid TMA
6DS;LEMDRES;RES;Madrid TMA
6DS;LEMDRNS;RWS;Madrid TMA
6DS;LEMDRNS;WNS;Madrid TMA
6DS;LEMDWDS;DWS;Madrid TMA
6DS;LEMDWDS;WSS;Madrid TMA
7AN;LEMDAFN;AFN;Madrid TMA
7AN;LEMDAIN;AIN;Madrid TMA
7AN;LEMDDIN;DEN;Madrid TMA
7AN;LEMDDIN;DWN;Madrid TMA
7AN;LEMDEIN;ENN;Madrid TMA
7AN;LEMDEIN;ESN;Madrid TMA
7AN;LEMDREN;REN;Madrid TMA
7AN;LEMDRWN;RWN;Madrid TMA
7AN;LEMDWIN;WNN;Madrid TMA
7AN;LEMDWIN;WSN;Madrid TMA
7AS;LEMDAFS;AFS;Madrid TMA
7AS;LEMDAIS;AIS;Madrid TMA
7AS;LEMDDIS;DES;Madrid TMA
7AS;LEMDDIS;DWS;Madrid TMA
7AS;LEMDEIS;ENS;Madrid TMA
7AS;LEMDEIS;ESS;Madrid TMA
7AS;LEMDRES;RES;Madrid TMA
7AS;LEMDRWS;RWS;Madrid TMA
7AS;LEMDWIS;WNS;Madrid TMA
7AS;LEMDWIS;WSS;Madrid TMA
7BN;LEMDAFN;AFN;Madrid TMA
7BN;LEMDAIN;AIN;Madrid TMA
7BN;LEMDEDN;DEN;Madrid TMA
7BN;LEMDEDN;ENN;Madrid TMA
7BN;LEMDESN;ESN;Madrid TMA
7BN;LEMDREN;REN;Madrid TMA
7BN;LEMDRSN;RWN;Madrid TMA
7BN;LEMDRSN;WSN;Madrid TMA
7BN;LEMDWDN;DWN;Madrid TMA
7BN;LEMDWDN;WNN;Madrid TMA
7BS;LEMDAFS;AFS;Madrid TMA
7BS;LEMDAIS;AIS;Madrid TMA
7BS;LEMDDES;DES;Madrid TMA
7BS;LEMDEIS;ENS;Madrid TMA
7BS;LEMDEIS;ESS;Madrid TMA
7BS;LEMDRES;RES;Madrid TMA
7BS;LEMDRWS;RWS;Madrid TMA
7BS;LEMDTWS;DWS;Madrid TMA
7BS;LEMDTWS;WNS;Madrid TMA
7BS;LEMDTWS;WSS;Madrid TMA
7CN;LEMDAFN;AFN;Madrid TMA
7CN;LEMDAIN;AIN;Madrid TMA
7CN;LEMDDEN;DEN;Madrid TMA
7CN;LEMDEIN;ENN;Madrid TMA
7CN;LEMDEIN;ESN;Madrid TMA
7CN;LEMDREN;REN;Madrid TMA
7CN;LEMDRWN;RWN;Madrid TMA
7CN;LEMDTWN;DWN;Madrid TMA
7CN;LEMDTWN;WNN;Madrid TMA
7CN;LEMDTWN;WSN;Madrid TMA
7CS;LEMDAFS;AFS;Madrid TMA
7CS;LEMDAIS;AIS;Madrid TMA
7CS;LEMDDNS;DES;Madrid TMA
7CS;LEMDDNS;ENS;Madrid TMA
7CS;LEMDESS;ESS;Madrid TMA
7CS;LEMDRES;RES;Madrid TMA
7CS;LEMDRNS;RWS;Madrid TMA
7CS;LEMDRNS;WNS;Madrid TMA
7CS;LEMDWDS;DWS;Madrid TMA
7CS;LEMDWDS;WSS;Madrid TMA
7DN;LEMDAPN;AFN;Madrid TMA
7DN;LEMDAPN;AIN;Madrid TMA
7DN;LEMDDWN;DWN;Madrid TMA
7DN;LEMDEDN;DEN;Madrid TMA
7DN;LEMDEDN;ENN;Madrid TMA
7DN;LEMDESN;ESN;Madrid TMA
7DN;LEMDREN;REN;Madrid TMA
7DN;LEMDRSN;RWN;Madrid TMA
7DN;LEMDRSN;WSN;Madrid TMA
7DN;LEMDWNN;WNN;Madrid TMA
7DS;LEMDAPS;AFS;Madrid TMA
7DS;LEMDAPS;AIS;Madrid TMA
7DS;LEMDDNS;DES;Madrid TMA
7DS;LEMDDNS;ENS;Madrid TMA
7DS;LEMDDWS;DWS;Madrid TMA
7DS;LEMDESS;ESS;Madrid TMA
7DS;LEMDRES;RES;Madrid TMA
7DS;LEMDRNS;RWS;Madrid TMA
7DS;LEMDRNS;WNS;Madrid TMA
7DS;LEMDWSS;WSS;Madrid TMA
7EN;LEMDAPN;AFN;Madrid TMA
7EN;LEMDAPN;AIN;Madrid TMA
7EN;LEMDEDN;DEN;Madrid TMA
7EN;LEMDEDN;ENN;Madrid TMA
7EN;LEMDESN;ESN;Madrid TMA
7EN;LEMDREN;REN;Madrid TMA
7EN;LEMDRWN;RWN;Madrid TMA
7EN;LEMDWDN;DWN;Madrid TMA
7EN;LEMDWDN;WNN;Madrid TMA
7EN;LEMDWSN;WSN;Madrid TMA
7ES;LEMDAPS;AFS;Madrid TMA
7ES;LEMDAPS;AIS;Madrid TMA
7ES;LEMDDNS;DES;Madrid TMA
7ES;LEMDDNS;ENS;Madrid TMA
7ES;LEMDESS;ESS;Madrid TMA
7ES;LEMDRES;RES;Madrid TMA
7ES;LEMDRWS;RWS;Madrid TMA
7ES;LEMDWDS;DWS;Madrid TMA
7ES;LEMDWDS;WSS;Madrid TMA
7ES;LEMDWNS;WNS;Madrid TMA
7FN;LEMDAPN;AFN;Madrid TMA
7FN;LEMDAPN;AIN;Madrid TMA
7FN;LEMDDEN;DEN;Madrid TMA
7FN;LEMDENN;ENN;Madrid TMA
7FN;LEMDESN;ESN;Madrid TMA
7FN;LEMDREN;REN;Madrid TMA
7FN;LEMDRSN;RWN;Madrid TMA
7FN;LEMDRSN;WSN;Madrid TMA
7FN;LEMDWDN;DWN;Madrid TMA
7FN;LEMDWDN;WNN;Madrid TMA
7FS;LEMDAPS;AFS;Madrid TMA
7FS;LEMDAPS;AIS;Madrid TMA
7FS;LEMDDES;DES;Madrid TMA
7FS;LEMDENS;ENS;Madrid TMA
7FS;LEMDESS;ESS;Madrid TMA
7FS;LEMDRES;RES;Madrid TMA
7FS;LEMDRNS;RWS;Madrid TMA
7FS;LEMDRNS;WNS;Madrid TMA
7FS;LEMDWDS;DWS;Madrid TMA
7FS;LEMDWDS;WSS;Madrid TMA
7GN;LEMDAFN;AFN;Madrid TMA
7GN;LEMDAIN;AIN;Madrid TMA
7GN;LEMDDEN;DEN;Madrid TMA
7GN;LEMDENN;ENN;Madrid TMA
7GN;LEMDRNN;ESN;Madrid TMA
7GN;LEMDRNN;REN;Madrid TMA
7GN;LEMDRSN;RWN;Madrid TMA
7GN;LEMDRSN;WSN;Madrid TMA
7GN;LEMDWDN;DWN;Madrid TMA
7GN;LEMDWDN;WNN;Madrid TMA
8AN;LEMDAFN;AFN;Madrid TMA
8AN;LEMDAIN;AIN;Madrid TMA
8AN;LEMDDIN;DEN;Madrid TMA
8AN;LEMDDIN;DWN;Madrid TMA
8AN;LEMDENN;ENN;Madrid TMA
8AN;LEMDESN;ESN;Madrid TMA
8AN;LEMDREN;REN;Madrid TMA
8AN;LEMDRWN;RWN;Madrid TMA
8AN;LEMDWIN;WNN;Madrid TMA
8AN;LEMDWIN;WSN;Madrid TMA
8AS;LEMDAFS;AFS;Madrid TMA
8AS;LEMDAIS;AIS;Madrid TMA
8AS;LEMDDIS;DES;Madrid TMA
8AS;LEMDDIS;DWS;Madrid TMA
8AS;LEMDENS;ENS;Madrid TMA
8AS;LEMDESS;ESS;Madrid TMA
8AS;LEMDRES;RES;Madrid TMA
8AS;LEMDRWS;RWS;Madrid TMA
8AS;LEMDWIS;WNS;Madrid TMA
8AS;LEMDWIS;WSS;Madrid TMA
8BN;LEMDAFN;AFN;Madrid TMA
8BN;LEMDAIN;AIN;Madrid TMA
8BN;LEMDEDN;DEN;Madrid TMA
8BN;LEMDEDN;ENN;Madrid TMA
8BN;LEMDESN;ESN;Madrid TMA
8BN;LEMDREN;REN;Madrid TMA
8BN;LEMDRWN;RWN;Madrid TMA
8BN;LEMDWDN;DWN;Madrid TMA
8BN;LEMDWDN;WNN;Madrid TMA
8BN;LEMDWSN;WSN;Madrid TMA
8BS;LEMDAFS;AFS;Madrid TMA
8BS;LEMDAIS;AIS;Madrid TMA
8BS;LEMDDES;DES;Madrid TMA
8BS;LEMDENS;ENS;Madrid TMA
8BS;LEMDESS;ESS;Madrid TMA
8BS;LEMDRES;RES;Madrid TMA
8BS;LEMDRNS;RWS;Madrid TMA
8BS;LEMDRNS;WNS;Madrid TMA
8BS;LEMDWDS;DWS;Madrid TMA
8BS;LEMDWDS;WSS;Madrid TMA
8CN;LEMDAFN;AFN;Madrid TMA
8CN;LEMDAIN;AIN;Madrid TMA
8CN;LEMDDIN;DEN;Madrid TMA
8CN;LEMDDIN;DWN;Madrid TMA
8CN;LEMDENN;ENN;Madrid TMA
8CN;LEMDESN;ESN;Madrid TMA
8CN;LEMDREN;REN;Madrid TMA
8CN;LEMDRSN;RWN;Madrid TMA
8CN;LEMDRSN;WSN;Madrid TMA
8CN;LEMDWNN;WNN;Madrid TMA
8CS;LEMDAFS;AFS;Madrid TMA
8CS;LEMDAIS;AIS;Madrid TMA
8CS;LEMDDNS;DES;Madrid TMA
8CS;LEMDDNS;ENS;Madrid TMA
8CS;LEMDDWS;DWS;Madrid TMA
8CS;LEMDESS;ESS;Madrid TMA
8CS;LEMDRES;RES;Madrid TMA
8CS;LEMDRNS;RWS;Madrid TMA
8CS;LEMDRNS;WNS;Madrid TMA
8CS;LEMDWSS;WSS;Madrid TMA
8DN;LEMDAFN;AFN;Madrid TMA
8DN;LEMDAIN;AIN;Madrid TMA
8DN;LEMDDEN;DEN;Madrid TMA
8DN;LEMDENN;ENN;Madrid TMA
8DN;LEMDESN;ESN;Madrid TMA
8DN;LEMDREN;REN;Madrid TMA
8DN;LEMDRSN;RWN;Madrid TMA
8DN;LEMDRSN;WSN;Madrid TMA
8DN;LEMDWDN;DWN;Madrid TMA
8DN;LEMDWDN;WNN;Madrid TMA
8DS;LEMDAFS;AFS;Madrid TMA
8DS;LEMDAIS;AIS;Madrid TMA
8DS;LEMDDNS;DES;Madrid TMA
8DS;LEMDDNS;ENS;Madrid TMA
8DS;LEMDESS;ESS;Madrid TMA
8DS;LEMDRES;RES;Madrid TMA
8DS;LEMDRWS;RWS;Madrid TMA
8DS;LEMDWDS;DWS;Madrid TMA
8DS;LEMDWDS;WSS;Madrid TMA
8DS;LEMDWNS;WNS;Madrid TMA
8EN;LEMDAFN;AFN;Madrid TMA
8EN;LEMDAIN;AIN;Madrid TMA
8EN;LEMDDEN;DEN;Madrid TMA
8EN;LEMDDWN;DWN;Madrid TMA
8EN;LEMDEIN;ENN;Madrid TMA
8EN;LEMDEIN;ESN;Madrid TMA
8EN;LEMDREN;REN;Madrid TMA
8EN;LEMDRWN;RWN;Madrid TMA
8EN;LEMDWIN;WNN;Madrid TMA
8EN;LEMDWIN;WSN;Madrid TMA
8ES;LEMDAFS;AFS;Madrid TMA
8ES;LEMDAIS;AIS;Madrid TMA
8ES;LEMDDWS;DWS;Madrid TMA
8ES;LEMDEDS;DES;Madrid TMA
8ES;LEMDEDS;ESS;Madrid TMA
8ES;LEMDENS;ENS;Madrid TMA
8ES;LEMDRES;RES;Madrid TMA
8ES;LEMDRNS;RWS;Madrid TMA
8ES;LEMDRNS;WNS;Madrid TMA
8ES;LEMDWSS;WSS;Madrid TMA
8FN;LEMDAFN;AFN;Madrid TMA
8FN;LEMDAIN;AIN;Madrid TMA
8FN;LEMDDWN;DWN;Madrid TMA
8FN;LEMDEDN;DEN;Madrid TMA
8FN;LEMDEDN;ENN;Madrid TMA
8FN;LEMDESN;ESN;Madrid TMA
8FN;LEMDREN;REN;Madrid TMA
8FN;LEMDRSN;RWN;Madrid TMA
8FN;LEMDRSN;WSN;Madrid TMA
8FN;LEMDWNN;WNN;Madrid TMA
8FS;LEMDAFS;AFS;Madrid TMA
8FS;LEMDAIS;AIS;Madrid TMA
8FS;LEMDEDS;DES;Madrid TMA
8FS;LEMDEDS;ESS;Madrid TMA
8FS;LEMDENS;ENS;Madrid TMA
8FS;LEMDRES;RES;Madrid TMA
8FS;LEMDRWS;RWS;Madrid TMA
8FS;LEMDWDS;DWS;Madrid TMA
8FS;LEMDWDS;WSS;Madrid TMA
8FS;LEMDWNS;WNS;Madrid TMA
8GN;LEMDAPN;AFN;Madrid TMA
8GN;LEMDAPN;AIN;Madrid TMA
8GN;LEMDDEN;DEN;Madrid TMA
8GN;LEMDDWN;DWN;Madrid TMA
8GN;LEMDENN;ENN;Madrid TMA
8GN;LEMDESN;ESN;Madrid TMA
8GN;LEMDREN;REN;Madrid TMA
8GN;LEMDRSN;RWN;Madrid TMA
8GN;LEMDRSN;WSN;Madrid TMA
8GN;LEMDWNN;WNN;Madrid TMA
8GS;LEMDAPS;AFS;Madrid TMA
8GS;LEMDAPS;AIS;Madrid TMA
8GS;LEMDDES;DES;Madrid TMA
8GS;LEMDDWS;DWS;Madrid TMA
8GS;LEMDENS;ENS;Madrid TMA
8GS;LEMDESS;ESS;Madrid TMA
8GS;LEMDRES;RES;Madrid TMA
8GS;LEMDRNS;RWS;Madrid TMA
8GS;LEMDRNS;WNS;Madrid TMA
8GS;LEMDWSS;WSS;Madrid TMA
8HN;LEMDAPN;AFN;Madrid TMA
8HN;LEMDAPN;AIN;Madrid TMA
8HN;LEMDDEN;DEN;Madrid TMA
8HN;LEMDENN;ENN;Madrid TMA
8HN;LEMDESN;ESN;Madrid TMA
8HN;LEMDREN;REN;Madrid TMA
8HN;LEMDRWN;RWN;Madrid TMA
8HN;LEMDWDN;DWN;Madrid TMA
8HN;LEMDWDN;WNN;Madrid TMA
8HN;LEMDWSN;WSN;Madrid TMA
8HS;LEMDAPS;AFS;Madrid TMA
8HS;LEMDAPS;AIS;Madrid TMA
8HS;LEMDDES;DES;Madrid TMA
8HS;LEMDENS;ENS;Madrid TMA
8HS;LEMDESS;ESS;Madrid TMA
8HS;LEMDRES;RES;Madrid TMA
8HS;LEMDRWS;RWS;Madrid TMA
8HS;LEMDWDS;DWS;Madrid TMA
8HS;LEMDWDS;WSS;Madrid TMA
8HS;LEMDWNS;WNS;Madrid TMA
8IN;LEMDAFN;AFN;Madrid TMA
8IN;LEMDAIN;AIN;Madrid TMA
8IN;LEMDDEN;DEN;Madrid TMA
8IN;LEMDDWN;DWN;Madrid TMA
8IN;LEMDENN;ENN;Madrid TMA
8IN;LEMDRNN;ESN;Madrid TMA
8IN;LEMDRNN;REN;Madrid TMA
8IN;LEMDRSN;RWN;Madrid TMA
8IN;LEMDRSN;WSN;Madrid TMA
8IN;LEMDWNN;WNN;Madrid TMA
8IS;LEMDAFS;AFS;Madrid TMA
8IS;LEMDAIS;AIS;Madrid TMA
8IS;LEMDDIS;DES;Madrid TMA
8IS;LEMDDIS;DWS;Madrid TMA
8IS;LEMDENS;ENS;Madrid TMA
8IS;LEMDESS;ESS;Madrid TMA
8IS;LEMDRES;RES;Madrid TMA
8IS;LEMDRNS;RWS;Madrid TMA
8IS;LEMDRNS;WNS;Madrid TMA
8IS;LEMDWSS;WSS;Madrid TMA
9AN;LEMDAFN;AFN;Madrid TMA
9AN;LEMDAIN;AIN;Madrid TMA
9AN;LEMDDIN;DEN;Madrid TMA
9AN;LEMDDIN;DWN;Madrid TMA
9AN;LEMDENN;ENN;Madrid TMA
9AN;LEMDESN;ESN;Madrid TMA
9AN;LEMDREN;REN;Madrid TMA
9AN;LEMDRWN;RWN;Madrid TMA
9AN;LEMDWNN;WNN;Madrid TMA
9AN;LEMDWSN;WSN;Madrid TMA
9AS;LEMDAFS;AFS;Madrid TMA
9AS;LEMDAIS;AIS;Madrid TMA
9AS;LEMDDIS;DES;Madrid TMA
9AS;LEMDDIS;DWS;Madrid TMA
9AS;LEMDENS;ENS;Madrid TMA
9AS;LEMDESS;ESS;Madrid TMA
9AS;LEMDRES;RES;Madrid TMA
9AS;LEMDRWS;RWS;Madrid TMA
9AS;LEMDWNS;WNS;Madrid TMA
9AS;LEMDWSS;WSS;Madrid TMA
9BN;LEMDAFN;AFN;Madrid TMA
9BN;LEMDAIN;AIN;Madrid TMA
9BN;LEMDDEN;DEN;Madrid TMA
9BN;LEMDENN;ENN;Madrid TMA
9BN;LEMDESN;ESN;Madrid TMA
9BN;LEMDREN;REN;Madrid TMA
9BN;LEMDRWN;RWN;Madrid TMA
9BN;LEMDWDN;DWN;Madrid TMA
9BN;LEMDWDN;WNN;Madrid TMA
9BN;LEMDWSN;WSN;Madrid TMA
9BS;LEMDAFS;AFS;Madrid TMA
9BS;LEMDAIS;AIS;Madrid TMA
9BS;LEMDDES;DES;Madrid TMA
9BS;LEMDENS;ENS;Madrid TMA
9BS;LEMDESS;ESS;Madrid TMA
9BS;LEMDRES;RES;Madrid TMA
9BS;LEMDRWS;RWS;Madrid TMA
9BS;LEMDWDS;DWS;Madrid TMA
9BS;LEMDWDS;WSS;Madrid TMA
9BS;LEMDWNS;WNS;Madrid TMA
9CN;LEMDAFN;AFN;Madrid TMA
9CN;LEMDAIN;AIN;Madrid TMA
9CN;LEMDDWN;DWN;Madrid TMA
9CN;LEMDEDN;DEN;Madrid TMA
9CN;LEMDEDN;ENN;Madrid TMA
9CN;LEMDESN;ESN;Madrid TMA
9CN;LEMDREN;REN;Madrid TMA
9CN;LEMDRWN;RWN;Madrid TMA
9CN;LEMDWNN;WNN;Madrid TMA
9CN;LEMDWSN;WSN;Madrid TMA
9CS;LEMDAFS;AFS;Madrid TMA
9CS;LEMDAIS;AIS;Madrid TMA
9CS;LEMDDES;DES;Madrid TMA
9CS;LEMDDWS;DWS;Madrid TMA
9CS;LEMDENS;ENS;Madrid TMA
9CS;LEMDESS;ESS;Madrid TMA
9CS;LEMDRES;RES;Madrid TMA
9CS;LEMDRNS;RWS;Madrid TMA
9CS;LEMDRNS;WNS;Madrid TMA
9CS;LEMDWSS;WSS;Madrid TMA
9DN;LEMDAFN;AFN;Madrid TMA
9DN;LEMDAIN;AIN;Madrid TMA
9DN;LEMDDEN;DEN;Madrid TMA
9DN;LEMDDWN;DWN;Madrid TMA
9DN;LEMDENN;ENN;Madrid TMA
9DN;LEMDESN;ESN;Madrid TMA
9DN;LEMDREN;REN;Madrid TMA
9DN;LEMDRSN;RWN;Madrid TMA
9DN;LEMDRSN;WSN;Madrid TMA
9DN;LEMDWNN;WNN;Madrid TMA
9DS;LEMDAFS;AFS;Madrid TMA
9DS;LEMDAIS;AIS;Madrid TMA
9DS;LEMDDNS;DES;Madrid TMA
9DS;LEMDDNS;ENS;Madrid TMA
9DS;LEMDDWS;DWS;Madrid TMA
9DS;LEMDESS;ESS;Madrid TMA
9DS;LEMDRES;RES;Madrid TMA
9DS;LEMDRWS;RWS;Madrid TMA
9DS;LEMDWNS;WNS;Madrid TMA
9DS;LEMDWSS;WSS;Madrid TMA
